elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 877, 9729, 281330.8, 172958.3, 1109287.5, 2210057.5, 2400530.8, 2400673, 0
20, 10, 1573, 7306, 159677.2, 139062.5, 372837.5, 512817.5, 721856.7, 734884, 0
30, 10, 1842, 6589, 135292.0, 111812.5, 326975.0, 504895.0, 642039.5, 651757, 0
40, 10, 2014, 6612, 124211.5, 107000.0, 298037.5, 432465.0, 514746.5, 645368, 0
50, 10, 2194, 5146, 114055.3, 95583.3, 297325.0, 419765.0, 586201.5, 717781, 0
60, 10, 2379, 4138, 105188.4, 85075.0, 287381.2, 439302.5, 571905.3, 604534, 0
70, 10, 2512, 3960, 99661.9, 74500.0, 286100.0, 447470.0, 1108372.0, 1154376, 0
80, 10, 2969, 3830, 84252.6, 63425.0, 236193.7, 366827.5, 537007.8, 868955, 0
90, 10, 3211, 3474, 77414.4, 60218.8, 231112.5, 357222.5, 494697.3, 678870, 0
100, 10, 3017, 3572, 83000.5, 60234.4, 247287.5, 415957.5, 716245.8, 784986, 0
110, 10, 3466, 3139, 72114.9, 51892.9, 221925.0, 360835.0, 551383.5, 668031, 0
120, 10, 3616, 2840, 69049.8, 47550.0, 216550.0, 368710.0, 519096.0, 758478, 0
130, 10, 3890, 2863, 64328.9, 46555.6, 196125.0, 310275.0, 516277.5, 604933, 0
140, 10, 4157, 2711, 59901.4, 40387.5, 199787.5, 295357.5, 423960.7, 602538, 0
150, 10, 4266, 2686, 58860.0, 39125.0, 191925.0, 301335.0, 502683.5, 702022, 0
160, 10, 4500, 2497, 55355.9, 36734.4, 175000.0, 288250.0, 448875.0, 773776, 0
170, 10, 4463, 2568, 55863.1, 34778.8, 185231.2, 331342.5, 516884.3, 677670, 0
180, 10, 4664, 2574, 53692.0, 33750.0, 179725.0, 330045.0, 445084.0, 570607, 0
190, 10, 4728, 2397, 52773.5, 33625.0, 173400.0, 330680.0, 498318.0, 667714, 0
200, 10, 4860, 2191, 51572.1, 29975.0, 167750.0, 336600.0, 947035.0, 1118978, 0
210, 10, 5385, 2036, 46170.3, 26567.3, 149687.5, 282287.5, 1477903.8, 1757602, 0
