elapsed, window, total, successful, failed
10, 10, 6884, 6775, 109
20, 10, 15955, 15899, 56
30, 10, 22683, 22683, 0
40, 10, 23138, 23138, 0
50, 10, 22937, 22937, 0
60, 10, 22911, 22911, 0
70, 10, 23072, 23072, 0
80, 10, 23326, 23326, 0
90, 10, 23364, 23364, 0
100, 10, 23399, 23399, 0
110, 10, 23539, 23539, 0
120, 10, 23109, 23109, 0
130, 10, 23497, 23497, 0
140, 10, 23503, 23503, 0
150, 10, 23253, 23253, 0
160, 10, 23290, 23290, 0
170, 10, 23132, 23132, 0
180, 10, 23061, 23061, 0
190, 10, 23229, 23229, 0
200, 10, 23415, 23415, 0
210, 10, 23337, 23337, 0
220, 10, 23230, 23230, 0
230, 10, 23169, 23169, 0
240, 10, 23203, 23203, 0
250, 10, 23174, 23174, 0
260, 10, 23505, 23505, 0
270, 10, 23557, 23557, 0
280, 10, 23099, 23099, 0
290, 10, 23309, 23309, 0
300, 10, 23202, 23202, 0
310, 10, 23487, 23487, 0
320, 10, 23532, 23532, 0
330, 10, 23143, 23143, 0
340, 10, 23342, 23342, 0
350, 10, 23040, 23040, 0
360, 10, 22997, 22997, 0
370, 10, 23177, 23177, 0
380, 10, 23372, 23372, 0
390, 10, 23224, 23224, 0
400, 10, 23190, 23190, 0
410, 10, 23099, 23099, 0
420, 10, 23007, 23007, 0
430, 10, 22847, 22847, 0
440, 10, 23091, 23091, 0
450, 10, 23154, 23154, 0
460, 10, 23119, 23119, 0
470, 10, 23396, 23396, 0
480, 10, 23527, 23527, 0
490, 10, 23496, 23496, 0
500, 10, 23136, 23136, 0
510, 10, 23403, 23403, 0
520, 10, 23106, 23106, 0
530, 10, 23161, 23161, 0
540, 10, 23118, 23118, 0
550, 10, 23452, 23452, 0
560, 10, 23133, 23133, 0
570, 10, 23268, 23268, 0
580, 10, 23306, 23306, 0
590, 10, 23521, 23521, 0
600, 10, 23268, 23268, 0
601, 1, 2172, 2172, 0
