elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 1950, 48189, 127641.1, 122777.8, 193875.0, 220562.5, 240506.3, 240623, 0
20, 10, 1907, 48215, 130532.1, 129034.1, 192310.2, 218616.3, 246674.4, 246818, 0
30, 10, 1935, 67532, 128581.4, 127593.8, 178265.6, 187956.3, 201516.3, 201851, 0
40, 10, 1956, 52087, 128138.0, 130281.3, 185610.0, 226555.0, 307755.5, 307846, 0
50, 10, 1929, 61134, 129280.9, 128041.7, 182459.7, 202975.8, 230133.9, 230643, 0
60, 10, 1926, 43981, 129238.7, 129625.0, 179793.7, 202937.0, 219759.3, 219982, 0
70, 10, 1867, 59800, 134427.0, 134025.0, 191956.2, 208583.1, 215927.8, 216028, 0
80, 10, 1870, 34821, 133157.8, 135000.0, 187781.3, 210796.4, 224844.2, 224834, 0
90, 10, 1815, 54552, 136812.8, 133937.5, 200156.3, 254365.6, 288773.1, 288892, 0
100, 10, 1956, 37261, 128152.8, 126250.0, 198516.7, 226360.0, 233011.0, 234704, 0
110, 10, 1927, 54670, 129982.5, 131875.0, 190081.2, 212966.3, 233884.1, 235052, 0
120, 10, 1936, 43758, 129375.9, 124178.6, 192110.0, 212080.0, 232516.0, 232794, 0
130, 10, 1942, 50381, 128905.9, 127083.3, 187225.0, 210548.3, 215132.3, 215393, 0
140, 10, 1997, 13323, 124816.5, 124425.0, 178634.4, 187358.2, 207375.4, 208196, 0
150, 10, 1870, 68845, 133895.3, 132000.0, 190175.0, 203665.0, 212782.5, 235757, 0
160, 10, 1914, 56905, 130504.8, 128166.7, 189893.8, 209843.0, 224880.4, 224857, 0
170, 10, 1970, 53015, 126765.1, 125750.0, 178541.7, 203075.0, 212003.8, 212205, 0
180, 10, 1926, 64725, 129197.9, 124333.3, 183935.0, 196421.2, 202518.5, 226289, 0
190, 10, 1898, 56109, 131293.0, 130900.0, 184379.2, 198752.5, 220275.5, 220554, 0
200, 10, 1930, 55940, 129372.6, 130562.5, 184562.5, 196060.7, 209767.5, 210027, 0
210, 10, 1937, 28876, 129501.5, 127781.3, 192762.5, 228407.5, 257632.9, 258624, 0
220, 10, 1930, 45577, 129394.6, 124000.0, 200053.6, 218925.0, 225017.5, 225661, 0
230, 10, 1931, 49072, 129423.5, 128645.8, 185822.5, 202684.5, 240267.2, 240827, 0
240, 10, 1915, 63460, 129205.0, 130875.0, 183020.8, 196342.5, 200021.3, 200423, 0
250, 10, 1970, 35579, 127410.7, 130321.4, 177281.3, 199608.3, 225169.2, 225297, 0
260, 10, 1920, 58032, 130264.2, 133583.3, 181250.0, 199450.0, 208520.0, 220358, 0
270, 10, 1919, 52224, 129845.6, 131260.4, 185952.5, 212940.5, 225885.1, 226704, 0
280, 10, 1934, 61171, 129843.8, 130400.0, 184525.0, 203665.0, 217922.2, 230867, 0
290, 10, 1995, 51410, 124983.1, 125425.0, 181031.3, 205314.1, 217251.3, 227821, 0
300, 10, 1886, 55525, 131956.4, 130875.0, 183553.1, 204535.0, 208764.3, 208912, 0
310, 10, 1900, 59163, 132086.9, 129375.0, 186300.0, 208392.9, 210955.0, 211415, 0
320, 10, 1914, 45110, 130219.6, 128142.9, 182439.3, 199366.2, 205021.5, 211774, 0
330, 10, 1937, 37780, 128339.1, 128541.7, 181571.9, 196078.7, 206265.8, 220247, 0
