elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 5030, 102247, 739784.0, 482750.0, 2726875.0, 4551337.5, 4915996.3, 4968922, 213
20, 10, 7972, 102169, 625732.0, 441875.0, 1886100.0, 3032070.0, 4177507.0, 4477411, 3
30, 10, 8267, 102064, 579327.6, 376708.3, 1841162.5, 3173416.3, 4165091.6, 4835023, 2
40, 10, 8820, 102055, 588769.3, 461187.5, 1546500.0, 2234450.0, 3242295.0, 3488621, 0
50, 10, 9748, 101792, 511604.4, 365545.5, 1450575.0, 2426130.0, 3528313.0, 4654974, 0
60, 10, 10439, 101796, 484831.7, 364031.3, 1278512.5, 1922402.5, 3014640.3, 4715237, 0
70, 10, 11879, 101542, 421995.0, 292156.3, 1188512.5, 1826552.5, 2764780.2, 3609647, 0
80, 10, 12518, 101337, 402943.0, 292678.6, 1174887.5, 1601705.0, 2428620.5, 3323882, 0
90, 10, 17381, 101288, 283646.5, 226713.2, 651118.8, 1309547.5, 1802952.4, 2675386, 0
100, 10, 18563, 101114, 273655.1, 199780.2, 600462.5, 1652342.5, 2693859.3, 3692853, 0
110, 10, 23005, 101016, 217647.0, 167627.4, 506979.2, 1233987.5, 1754874.4, 2252364, 0
120, 10, 23980, 100983, 207310.4, 176065.8, 405791.7, 741550.0, 1505005.0, 1987515, 0
130, 10, 24346, 101096, 205166.0, 167111.1, 411235.0, 941885.0, 1461663.5, 2026483, 0
140, 10, 26035, 100942, 190768.2, 163029.9, 353156.3, 698412.5, 1308241.3, 2284166, 0
150, 10, 25592, 101039, 195490.3, 156660.7, 399462.5, 834520.0, 1224602.0, 1630457, 0
160, 10, 27919, 100962, 178988.6, 145382.5, 328960.4, 859101.3, 1299520.2, 2279348, 0
170, 10, 32157, 100873, 155069.4, 137911.5, 252393.1, 373678.8, 937710.8, 1323579, 0
180, 10, 34912, 100792, 142446.0, 127721.5, 232009.1, 318235.0, 633772.0, 1085406, 0
190, 10, 41792, 100739, 118839.0, 111088.3, 168511.1, 209860.0, 248638.0, 288408, 0
200, 10, 42095, 100745, 118043.5, 110241.7, 167091.9, 218506.3, 257988.1, 301288, 0
210, 10, 41982, 100764, 117948.2, 111185.5, 162548.8, 202448.8, 249752.2, 321486, 0
220, 10, 42068, 100719, 117925.3, 111018.8, 164170.6, 212330.0, 254491.5, 313434, 0
230, 10, 41994, 100755, 118002.7, 110682.8, 164005.4, 209430.7, 259083.8, 305672, 0
240, 10, 41930, 100718, 117894.7, 110610.2, 162710.2, 226185.0, 272017.5, 326396, 0
250, 10, 42464, 100738, 117014.5, 110511.6, 161813.3, 196934.0, 249634.0, 270045, 0
