elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 1158, 10851, 212810.5, 139250.0, 520025.0, 1779855.0, 1931710.5, 1942614, 0
20, 10, 1705, 9727, 147405.0, 126875.0, 329687.5, 456237.5, 614073.8, 686561, 0
30, 10, 1808, 6745, 137917.5, 116700.0, 304325.0, 432740.0, 680048.0, 713598, 0
40, 10, 1989, 7050, 125913.8, 106708.3, 279637.5, 419777.5, 588002.8, 679266, 0
50, 10, 2287, 4934, 109169.7, 92375.0, 248662.5, 382532.5, 529678.3, 590246, 0
60, 10, 2420, 5206, 103457.0, 87550.0, 245625.0, 334950.0, 522145.0, 615978, 0
70, 10, 2666, 4219, 93799.9, 77875.0, 238175.0, 366085.0, 545833.5, 793939, 0
80, 10, 2961, 3742, 84449.8, 68270.8, 231737.5, 343847.5, 460509.8, 607223, 0
90, 10, 3119, 3792, 79840.5, 62975.0, 227256.2, 351202.5, 457720.2, 564700, 0
100, 10, 3051, 3968, 82278.3, 65362.5, 225112.5, 332622.5, 449737.3, 506887, 0
110, 10, 3194, 3843, 77900.1, 60916.7, 215325.0, 326515.0, 540701.5, 868843, 0
120, 10, 3400, 3461, 74131.8, 56050.0, 202750.0, 338000.0, 497400.0, 814252, 0
130, 10, 3810, 3100, 65384.9, 48791.7, 192125.0, 290975.0, 422547.5, 574188, 0
140, 10, 3897, 2851, 64014.7, 45723.2, 191537.5, 308007.5, 426275.8, 486831, 0
150, 10, 3766, 2734, 66298.2, 46678.6, 193337.5, 334335.0, 523308.5, 672064, 0
160, 10, 4062, 2728, 61521.3, 42423.1, 194112.5, 299345.0, 397734.5, 445024, 0
170, 10, 4331, 2531, 57773.8, 40338.0, 179612.5, 282422.5, 391167.2, 472019, 0
180, 10, 4449, 2894, 56156.0, 39725.0, 164568.8, 296627.5, 440637.8, 688309, 0
190, 10, 4518, 2607, 55304.7, 38216.7, 172775.0, 301977.5, 458120.5, 630575, 0
200, 10, 4751, 2296, 52408.2, 34710.9, 167056.2, 281622.5, 825062.2, 997022, 0
210, 10, 6364, 2278, 39411.4, 28197.0, 121975.0, 221795.0, 313159.0, 431530, 0
220, 10, 6698, 2253, 37228.5, 26886.9, 112631.2, 200755.0, 278825.5, 427264, 0
230, 10, 6774, 2037, 36919.8, 26294.1, 106325.0, 216315.0, 351056.5, 681923, 0
240, 10, 6691, 2241, 37236.5, 26954.2, 106931.2, 210022.5, 354077.3, 446389, 0
