elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 2854, 2851, 34882.4, 25441.2, 79787.5, 233115.0, 422286.5, 460446, 0
20, 10, 2898, 2837, 34407.7, 25962.5, 83887.5, 217505.0, 344025.5, 374401, 0
30, 10, 2767, 3654, 36232.4, 28041.7, 85956.3, 217832.5, 320058.3, 425753, 0
40, 10, 2899, 2729, 34384.2, 25948.9, 85420.8, 214502.5, 325525.3, 497593, 0
50, 10, 2905, 2839, 34413.0, 26058.3, 82562.5, 210487.5, 323273.7, 385760, 0
60, 10, 2880, 2792, 34675.6, 26125.0, 81750.0, 212275.0, 309280.0, 344905, 0
70, 10, 2937, 2637, 34034.6, 25495.5, 82143.8, 222657.5, 347765.8, 428991, 0
80, 10, 2833, 3400, 35286.7, 26391.7, 84362.5, 221167.5, 375541.8, 418332, 0
90, 10, 2723, 2696, 36722.7, 28744.0, 81606.2, 243942.5, 374069.3, 403705, 0
100, 10, 2740, 2733, 36398.4, 28333.3, 83750.0, 232900.0, 320815.0, 366778, 0
110, 10, 2980, 2746, 33601.8, 25671.9, 79250.0, 215050.0, 323505.0, 349093, 0
120, 10, 2838, 2901, 35168.8, 26152.8, 86012.5, 220905.0, 338290.5, 355928, 0
130, 10, 2877, 2962, 34746.9, 26156.3, 85179.2, 221057.5, 367280.8, 399815, 0
140, 10, 2977, 3333, 33493.9, 24291.7, 81537.5, 222057.5, 377005.8, 458652, 0
150, 10, 2899, 3074, 34493.3, 25604.2, 81670.8, 218502.5, 346525.3, 384161, 0
160, 10, 2749, 2709, 36305.6, 26611.8, 88887.5, 225127.5, 328312.8, 357368, 0
170, 10, 2783, 2890, 35832.2, 26460.9, 92904.2, 219042.5, 320304.3, 438784, 0
180, 10, 2946, 3322, 34027.5, 25425.9, 81058.3, 217135.0, 333013.5, 370811, 0
190, 10, 2887, 3065, 34619.5, 26948.5, 81206.3, 216282.5, 324528.2, 338518, 0
