elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 1157, 9448, 86048.8, 57625.0, 188037.5, 589107.5, 1472960.8, 1473584, 0
20, 10, 1891, 6215, 52917.6, 42145.8, 126787.5, 171022.5, 253527.2, 271247, 0
30, 10, 1988, 4907, 50306.2, 40050.0, 127150.0, 171280.0, 325753.0, 344523, 0
40, 10, 2236, 4255, 44664.8, 34000.0, 113512.5, 157660.0, 828191.0, 883284, 0
50, 10, 2983, 3725, 33533.6, 25591.7, 91928.1, 128042.5, 184754.2, 240095, 0
60, 10, 2746, 3542, 36337.4, 27250.0, 104675.0, 152135.0, 227313.5, 253608, 0
70, 10, 3057, 2894, 32727.2, 23397.7, 94345.8, 151857.5, 241485.8, 305689, 0
80, 10, 3242, 3303, 30794.4, 21391.3, 91975.0, 154395.0, 223939.5, 254831, 0
90, 10, 3580, 3014, 27936.6, 19544.1, 91000.0, 133300.0, 204605.0, 248429, 0
100, 10, 3746, 2702, 26641.0, 18024.2, 83337.5, 159635.0, 523563.5, 596173, 0
110, 10, 4570, 2364, 21864.4, 14430.0, 66325.0, 140575.0, 221107.5, 321605, 0
120, 10, 6607, 2183, 15109.4, 11159.5, 37808.9, 62982.5, 173098.3, 3020219, 0
130, 10, 6844, 2116, 14570.0, 10893.7, 37408.3, 70140.0, 130039.0, 225529, 0
140, 10, 7054, 2055, 14139.0, 10484.6, 36510.7, 63865.0, 207986.5, 231316, 0
150, 10, 7198, 1960, 13843.2, 10494.6, 35682.1, 63376.2, 94450.5, 221104, 0
160, 10, 7222, 1992, 13796.9, 10331.3, 37162.5, 59695.0, 98222.3, 211076, 0
170, 10, 7130, 2088, 13961.7, 10364.2, 36517.9, 66212.5, 106467.5, 205732, 0
180, 10, 7341, 1959, 13609.5, 9880.5, 36371.9, 65299.2, 102664.7, 221334, 0
190, 10, 7294, 2018, 13667.6, 10112.7, 33941.7, 65507.5, 205426.5, 322031, 0
200, 10, 6900, 2153, 14466.9, 10658.7, 35916.7, 69125.0, 116775.0, 219797, 0
210, 10, 7194, 1927, 13866.0, 10229.9, 35228.1, 59816.2, 142951.5, 221839, 0
220, 10, 7200, 1990, 13840.2, 10508.6, 35250.0, 60875.0, 207950.0, 219634, 0
230, 10, 7069, 1970, 14134.0, 10664.7, 35727.5, 63827.5, 100982.7, 220520, 0
240, 10, 7215, 2058, 13805.9, 10534.9, 34881.3, 63712.5, 110696.2, 218171, 0
250, 10, 7105, 2022, 14029.1, 10797.3, 35237.5, 59059.4, 98473.8, 229800, 0
260, 10, 7230, 1970, 13813.0, 10227.8, 36075.0, 62135.0, 145442.5, 236010, 0
270, 10, 7109, 2045, 14024.4, 9549.7, 37427.5, 71863.7, 212972.7, 273930, 0
