elapsed, window, total, successful, failed
10, 10, 1142, 1142, 0
20, 10, 1683, 1683, 0
30, 10, 1929, 1929, 0
40, 10, 2251, 2251, 0
50, 10, 2293, 2293, 0
60, 10, 2429, 2429, 0
70, 10, 2790, 2790, 0
80, 10, 3140, 3140, 0
90, 10, 3451, 3451, 0
100, 10, 3519, 3519, 0
110, 10, 3762, 3762, 0
120, 10, 4046, 4046, 0
130, 10, 4174, 4174, 0
140, 10, 4307, 4307, 0
150, 10, 4981, 4981, 0
160, 10, 5086, 5086, 0
170, 10, 5345, 5345, 0
180, 10, 6213, 6213, 0
190, 10, 6842, 6842, 0
200, 10, 7320, 7320, 0
210, 10, 7561, 7561, 0
220, 10, 7853, 7853, 0
230, 10, 7762, 7762, 0
240, 10, 7839, 7839, 0
250, 10, 7881, 7881, 0
260, 10, 7612, 7612, 0
270, 10, 7810, 7810, 0
280, 10, 7892, 7892, 0
290, 10, 7984, 7984, 0
300, 10, 7961, 7961, 0
310, 10, 7831, 7831, 0
320, 10, 7828, 7828, 0
330, 10, 7857, 7857, 0
340, 10, 7902, 7902, 0
350, 10, 7783, 7783, 0
360, 10, 7941, 7941, 0
370, 10, 7993, 7993, 0
380, 10, 7744, 7744, 0
390, 10, 7841, 7841, 0
400, 10, 7887, 7887, 0
410, 10, 7902, 7902, 0
420, 10, 7966, 7966, 0
430, 10, 7970, 7970, 0
440, 10, 7750, 7750, 0
450, 10, 7835, 7835, 0
460, 10, 7771, 7771, 0
470, 10, 7827, 7827, 0
480, 10, 7740, 7740, 0
490, 10, 7942, 7942, 0
500, 10, 7817, 7817, 0
510, 10, 7960, 7960, 0
520, 10, 7850, 7850, 0
530, 10, 8012, 8012, 0
540, 10, 7842, 7842, 0
550, 10, 8076, 8076, 0
560, 10, 7958, 7958, 0
570, 10, 8066, 8066, 0
580, 10, 7896, 7896, 0
590, 10, 7867, 7867, 0
600, 10, 7830, 7830, 0
601, 1, 681, 681, 0
