elapsed, window, total, successful, failed
10, 10, 951, 951, 0
20, 10, 1495, 1495, 0
30, 10, 1519, 1519, 0
40, 10, 1922, 1922, 0
50, 10, 2021, 2021, 0
60, 10, 2156, 2156, 0
70, 10, 2452, 2452, 0
80, 10, 2553, 2553, 0
90, 10, 2474, 2474, 0
100, 10, 2613, 2613, 0
110, 10, 2738, 2738, 0
120, 10, 2931, 2931, 0
130, 10, 2945, 2945, 0
140, 10, 3384, 3384, 0
150, 10, 3392, 3392, 0
160, 10, 3379, 3379, 0
170, 10, 3557, 3557, 0
180, 10, 3715, 3715, 0
190, 10, 4034, 4034, 0
200, 10, 3896, 3896, 0
210, 10, 4201, 4201, 0
220, 10, 4120, 4120, 0
230, 10, 4362, 4362, 0
240, 10, 4076, 4076, 0
250, 10, 4534, 4534, 0
260, 10, 4744, 4744, 0
270, 10, 4809, 4809, 0
280, 10, 4958, 4958, 0
290, 10, 5205, 5205, 0
300, 10, 5038, 5038, 0
310, 10, 5224, 5224, 0
320, 10, 5016, 5016, 0
330, 10, 5470, 5470, 0
340, 10, 5824, 5824, 0
350, 10, 6648, 6648, 0
360, 10, 6860, 6860, 0
370, 10, 6976, 6976, 0
380, 10, 7136, 7136, 0
390, 10, 7303, 7303, 0
400, 10, 6983, 6983, 0
410, 10, 7122, 7122, 0
420, 10, 7062, 7062, 0
430, 10, 7146, 7146, 0
440, 10, 7020, 7020, 0
450, 10, 6993, 6993, 0
460, 10, 7074, 7074, 0
470, 10, 7018, 7018, 0
480, 10, 6865, 6865, 0
490, 10, 6838, 6838, 0
500, 10, 7145, 7145, 0
510, 10, 7223, 7223, 0
520, 10, 7260, 7260, 0
530, 10, 7206, 7206, 0
540, 10, 6987, 6987, 0
550, 10, 6971, 6971, 0
560, 10, 7025, 7025, 0
570, 10, 7125, 7125, 0
580, 10, 7132, 7132, 0
590, 10, 6968, 6968, 0
600, 10, 7028, 7028, 0
601, 1, 650, 650, 0
