elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 7965, 100881, 124509.1, 108492.9, 162609.4, 590837.5, 1083508.8, 1167690, 0
20, 10, 9235, 100676, 108151.5, 103077.9, 124197.9, 172956.2, 272441.2, 276993, 0
30, 10, 9476, 100660, 105854.7, 101533.7, 118755.6, 161310.0, 255631.0, 276500, 0
40, 10, 9572, 100638, 104024.6, 101232.6, 115054.5, 123857.0, 162357.0, 3113531, 0
50, 10, 9638, 100650, 103734.4, 101236.9, 113182.6, 122051.7, 178280.2, 303147, 0
60, 10, 9707, 100632, 103084.4, 101151.7, 112172.2, 120660.8, 149323.2, 174905, 0
70, 10, 9598, 100634, 104073.4, 101200.1, 115346.9, 143918.3, 181050.3, 189888, 0
80, 10, 9651, 100631, 103363.3, 101193.0, 112939.7, 122033.9, 180529.1, 182254, 0
90, 10, 9677, 100616, 103462.9, 101111.1, 114379.9, 129057.5, 175693.6, 196347, 0
100, 10, 9671, 100613, 103243.9, 101142.6, 112098.4, 121036.2, 174582.2, 186909, 0
110, 10, 8854, 100626, 113016.3, 101158.4, 116539.0, 914865.0, 1010536.5, 1044596, 0
120, 10, 9675, 100629, 103317.0, 101143.8, 114169.6, 123854.2, 154915.6, 191024, 0
130, 10, 9613, 100641, 103813.2, 101220.5, 115326.6, 123693.5, 166346.8, 190532, 0
140, 10, 9619, 100631, 103763.4, 101220.1, 113465.9, 123590.5, 168595.2, 192144, 0
150, 10, 9606, 100626, 104242.3, 101217.5, 115495.3, 132245.0, 187274.6, 189178, 0
160, 10, 9666, 100625, 103404.4, 101187.2, 113694.6, 120512.1, 166520.9, 167916, 0
170, 10, 9640, 100603, 103439.8, 101151.6, 113716.7, 121057.1, 175170.0, 176975, 0
180, 10, 9635, 100626, 103881.5, 101157.0, 116670.1, 126054.2, 180613.7, 181525, 0
190, 10, 9696, 100603, 103160.4, 101109.5, 113447.2, 125003.3, 156692.0, 158383, 0
200, 10, 9635, 100616, 103672.4, 101139.2, 114407.7, 124277.1, 195795.6, 200023, 0
210, 10, 9703, 100619, 103028.4, 101098.3, 112804.8, 119891.8, 146037.1, 147786, 0
220, 10, 9609, 100633, 103935.8, 101287.5, 114256.9, 121595.5, 178548.9, 181240, 0
230, 10, 9608, 100616, 104007.4, 101244.8, 114340.6, 124993.3, 164348.0, 192882, 0
240, 10, 9650, 100612, 103446.8, 101190.1, 113505.2, 122218.8, 167668.8, 178469, 0
250, 10, 9572, 100627, 104519.7, 101198.0, 117963.9, 137440.0, 178107.0, 196473, 0
260, 10, 9673, 100628, 103346.8, 101151.8, 113479.4, 120960.7, 179665.9, 196271, 0
270, 10, 9718, 100625, 102937.6, 101158.9, 112125.9, 118911.7, 124320.5, 138260, 0
280, 10, 9647, 100634, 103428.3, 101197.7, 113574.3, 123632.5, 163272.1, 165215, 0
290, 10, 9625, 100638, 103954.6, 101345.8, 114843.8, 122031.3, 164171.9, 167399, 0
300, 10, 9601, 100620, 103884.5, 101212.7, 115149.4, 123497.5, 186349.7, 189086, 0
310, 10, 9706, 100615, 103081.8, 101141.2, 112711.6, 120948.5, 147911.7, 156046, 0
320, 10, 9656, 100608, 103574.3, 101183.8, 113234.5, 124305.0, 156086.0, 177171, 0
330, 10, 9646, 100633, 103864.1, 101168.7, 113852.4, 123527.0, 181696.2, 197323, 0
340, 10, 9624, 100625, 103637.8, 101225.5, 114947.5, 122547.5, 142672.0, 146056, 0
350, 10, 9730, 100615, 102795.1, 101113.1, 111863.3, 118917.5, 144533.8, 146045, 0
360, 10, 9693, 100610, 103098.3, 101125.6, 112035.1, 120681.1, 159538.4, 165208, 0
