elapsed, window, total, successful, failed
10, 10, 27343, 27343, 0
20, 10, 33026, 33026, 0
30, 10, 26332, 26332, 0
40, 10, 29962, 29962, 0
50, 10, 31537, 31537, 0
60, 10, 25963, 25961, 2
70, 10, 28565, 28565, 0
80, 10, 33685, 33685, 0
90, 10, 34034, 34034, 0
100, 10, 34175, 34175, 0
110, 10, 29958, 29958, 0
120, 10, 31679, 31679, 0
130, 10, 33119, 33119, 0
140, 10, 29315, 29315, 0
150, 10, 33575, 33575, 0
160, 10, 35541, 35541, 0
170, 10, 32158, 32158, 0
180, 10, 35318, 35318, 0
190, 10, 33806, 33806, 0
200, 10, 32330, 32330, 0
210, 10, 30550, 30550, 0
220, 10, 30116, 30116, 0
230, 10, 32727, 32727, 0
240, 10, 33287, 33287, 0
250, 10, 33820, 33820, 0
260, 10, 32344, 32344, 0
270, 10, 31850, 31850, 0
280, 10, 31765, 31765, 0
290, 10, 30526, 30526, 0
300, 10, 33834, 33834, 0
310, 10, 33620, 33620, 0
320, 10, 32238, 32238, 0
330, 10, 29461, 29408, 53
340, 10, 33272, 33272, 0
350, 10, 33263, 33263, 0
360, 10, 31393, 31392, 1
370, 10, 31403, 31403, 0
380, 10, 34130, 34130, 0
390, 10, 34034, 34034, 0
400, 10, 33493, 33493, 0
410, 10, 30844, 30844, 0
420, 10, 31598, 31598, 0
430, 10, 34274, 34230, 44
440, 10, 33620, 33620, 0
450, 10, 33915, 33915, 0
460, 10, 33126, 33126, 0
470, 10, 32011, 32011, 0
480, 10, 34017, 34017, 0
490, 10, 34019, 34019, 0
500, 10, 34337, 34337, 0
510, 10, 33558, 33558, 0
520, 10, 34791, 34791, 0
530, 10, 34324, 34324, 0
540, 10, 34833, 34833, 0
550, 10, 33739, 33739, 0
560, 10, 31924, 31924, 0
570, 10, 33039, 33039, 0
580, 10, 31755, 31755, 0
590, 10, 33560, 33560, 0
600, 10, 31436, 31436, 0
601, 1, 1733, 1733, 0
