elapsed, window, total, successful, failed
10, 10, 2355, 2355, 0
20, 10, 2436, 2436, 0
30, 10, 2407, 2407, 0
40, 10, 2432, 2432, 0
50, 10, 2433, 2433, 0
60, 10, 2453, 2453, 0
70, 10, 2461, 2461, 0
80, 10, 2454, 2454, 0
90, 10, 2468, 2468, 0
100, 10, 2453, 2453, 0
110, 10, 2460, 2460, 0
120, 10, 2463, 2463, 0
130, 10, 2455, 2455, 0
140, 10, 2448, 2448, 0
150, 10, 2458, 2458, 0
160, 10, 2453, 2453, 0
170, 10, 2459, 2459, 0
180, 10, 2456, 2456, 0
190, 10, 2460, 2460, 0
200, 10, 2466, 2466, 0
210, 10, 2447, 2447, 0
220, 10, 2464, 2464, 0
230, 10, 2458, 2458, 0
240, 10, 2441, 2441, 0
250, 10, 2457, 2457, 0
260, 10, 2463, 2463, 0
270, 10, 2440, 2440, 0
280, 10, 2464, 2464, 0
290, 10, 2449, 2449, 0
300, 10, 2463, 2463, 0
310, 10, 2457, 2457, 0
320, 10, 2452, 2452, 0
330, 10, 2459, 2459, 0
340, 10, 2460, 2460, 0
350, 10, 2436, 2436, 0
360, 10, 2456, 2456, 0
370, 10, 2456, 2456, 0
380, 10, 2459, 2459, 0
390, 10, 2461, 2461, 0
400, 10, 2460, 2460, 0
410, 10, 2455, 2455, 0
420, 10, 2448, 2448, 0
430, 10, 2458, 2458, 0
440, 10, 2456, 2456, 0
450, 10, 2441, 2441, 0
460, 10, 2457, 2457, 0
470, 10, 2452, 2452, 0
480, 10, 2465, 2465, 0
490, 10, 2456, 2456, 0
500, 10, 2457, 2457, 0
510, 10, 2457, 2457, 0
520, 10, 2447, 2447, 0
530, 10, 2456, 2456, 0
540, 10, 2462, 2462, 0
550, 10, 2463, 2463, 0
560, 10, 2448, 2448, 0
570, 10, 2461, 2461, 0
580, 10, 2449, 2449, 0
590, 10, 2454, 2454, 0
600, 10, 2456, 2456, 0
601, 1, 231, 231, 0
