elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 2355, 101024, 105544.4, 101690.2, 118070.3, 201362.5, 225161.3, 247025, 0
20, 10, 2436, 100887, 102716.4, 101423.1, 111483.3, 116803.3, 120570.5, 120789, 0
30, 10, 2407, 100785, 103690.2, 101249.9, 113470.8, 132982.5, 239898.2, 240988, 0
40, 10, 2432, 100828, 102573.4, 101199.3, 111455.6, 118920.0, 124892.0, 131598, 0
50, 10, 2433, 100718, 103125.0, 101299.3, 112681.2, 121889.2, 143891.8, 146662, 0
60, 10, 2453, 100667, 101719.9, 100946.3, 108084.4, 114705.8, 120386.8, 123081, 0
70, 10, 2461, 100652, 101664.0, 100924.9, 108162.5, 113365.8, 147067.4, 147478, 0
80, 10, 2454, 100636, 101675.3, 100913.2, 108965.0, 114288.3, 117636.5, 119146, 0
90, 10, 2468, 100596, 101473.6, 100894.7, 106128.6, 114915.0, 120627.7, 120920, 0
100, 10, 2453, 100598, 101753.8, 100910.5, 108029.2, 117933.7, 139068.4, 163608, 0
110, 10, 2460, 100626, 101469.7, 100918.4, 104250.0, 114050.0, 123567.5, 129941, 0
120, 10, 2463, 100604, 101696.8, 100906.4, 109742.5, 115890.4, 119884.2, 122306, 0
130, 10, 2455, 100632, 101720.6, 100913.7, 107892.0, 115612.5, 169636.3, 179775, 0
140, 10, 2448, 100604, 102229.3, 100926.9, 110415.0, 118710.0, 200638.0, 200951, 0
150, 10, 2458, 100602, 101771.3, 100901.1, 109675.0, 116225.8, 142135.5, 142618, 0
160, 10, 2453, 100607, 101650.0, 100892.1, 109529.2, 115154.4, 122136.8, 122460, 0
170, 10, 2459, 100628, 101650.7, 100916.0, 108065.6, 113602.5, 120378.4, 124111, 0
180, 10, 2456, 100595, 101745.1, 100908.2, 108466.7, 116715.0, 141886.0, 142356, 0
190, 10, 2460, 100579, 101754.2, 100919.1, 109937.5, 115616.7, 120658.8, 120885, 0
200, 10, 2466, 100590, 101429.9, 100892.0, 105285.0, 113208.8, 120691.8, 121022, 0
