elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 19616, 101481, 126015.8, 114416.0, 150036.7, 179960.0, 3177173.0, 3197572, 0
20, 10, 20157, 101472, 122646.9, 114643.2, 144854.7, 160271.5, 3112355.4, 3133682, 0
30, 10, 21507, 101416, 115730.9, 113920.9, 136118.9, 150543.9, 164373.2, 187259, 0
40, 10, 21140, 101418, 116163.4, 111403.0, 139642.9, 158050.0, 349607.5, 3113918, 0
50, 10, 21155, 101419, 118747.8, 113347.4, 144690.6, 163873.6, 210461.3, 3127874, 0
60, 10, 21384, 101514, 116131.1, 113079.9, 139435.3, 154881.7, 179051.3, 213606, 0
70, 10, 21349, 101405, 116519.2, 112922.7, 140035.6, 159337.7, 323412.8, 348143, 0
80, 10, 21076, 101453, 117290.7, 114197.4, 142188.9, 155020.0, 168231.0, 3122028, 0
90, 10, 21437, 101395, 116317.1, 113798.4, 138795.1, 157531.5, 206890.7, 217482, 0
100, 10, 21342, 101410, 116330.9, 113903.3, 139914.5, 156732.5, 171444.1, 209415, 0
110, 10, 20787, 101439, 118841.2, 115825.4, 145495.4, 168677.5, 241553.2, 352104, 0
120, 10, 20986, 101385, 118708.8, 112739.3, 143711.7, 163980.5, 183126.7, 3138427, 0
130, 10, 21078, 101443, 117716.1, 114780.4, 143283.7, 167152.5, 222230.5, 333281, 0
140, 10, 21308, 101382, 116292.9, 113962.3, 139378.9, 152370.0, 169923.0, 183175, 0
150, 10, 20676, 101315, 120227.6, 115486.7, 146028.4, 160978.9, 180831.0, 3126435, 0
160, 10, 21248, 101350, 116960.5, 114615.7, 139215.6, 154276.0, 203938.0, 356241, 0
170, 10, 21244, 101392, 116967.7, 113627.7, 143338.9, 159058.2, 182094.5, 204959, 0
180, 10, 21320, 101440, 116464.7, 113468.6, 142183.3, 158240.0, 178670.0, 201354, 0
190, 10, 20151, 101435, 122459.9, 117594.0, 149153.7, 164624.6, 352280.3, 3111862, 0
200, 10, 21021, 101465, 118629.7, 115174.7, 142407.3, 160116.3, 175744.7, 3117579, 0
210, 10, 21252, 101411, 116906.3, 113995.1, 139864.8, 161353.3, 171406.2, 198886, 0
220, 10, 21019, 101437, 117972.8, 115330.5, 144261.4, 157742.1, 183373.8, 195327, 0
230, 10, 20495, 101440, 120535.8, 115806.5, 150848.6, 242506.2, 337376.3, 3115274, 0
