elapsed, window, total, successful, failed
10, 10, 9145, 9145, 0
20, 10, 9199, 9199, 0
30, 10, 9228, 9228, 0
40, 10, 9187, 9187, 0
50, 10, 9263, 9263, 0
60, 10, 9264, 9264, 0
70, 10, 9194, 9194, 0
80, 10, 9223, 9223, 0
90, 10, 9133, 9133, 0
100, 10, 9108, 9108, 0
110, 10, 9222, 9222, 0
120, 10, 9347, 9347, 0
130, 10, 9292, 9292, 0
140, 10, 9269, 9269, 0
150, 10, 9294, 9294, 0
160, 10, 9230, 9230, 0
170, 10, 9207, 9207, 0
180, 10, 8956, 8956, 0
190, 10, 9304, 9304, 0
200, 10, 9107, 9107, 0
210, 10, 9305, 9305, 0
220, 10, 9300, 9300, 0
230, 10, 9264, 9264, 0
240, 10, 9342, 9342, 0
250, 10, 9244, 9244, 0
260, 10, 9239, 9239, 0
270, 10, 9204, 9204, 0
280, 10, 9297, 9297, 0
290, 10, 9271, 9271, 0
300, 10, 9381, 9381, 0
310, 10, 9120, 9120, 0
320, 10, 9324, 9324, 0
330, 10, 9300, 9300, 0
340, 10, 9296, 9296, 0
350, 10, 9348, 9348, 0
360, 10, 9354, 9354, 0
370, 10, 9305, 9305, 0
380, 10, 9185, 9185, 0
390, 10, 9214, 9214, 0
400, 10, 9334, 9334, 0
410, 10, 9322, 9322, 0
420, 10, 9239, 9239, 0
430, 10, 9313, 9313, 0
440, 10, 9327, 9327, 0
450, 10, 9272, 9272, 0
460, 10, 9258, 9258, 0
470, 10, 9332, 9332, 0
480, 10, 9381, 9381, 0
490, 10, 9332, 9332, 0
500, 10, 9262, 9262, 0
510, 10, 9270, 9270, 0
520, 10, 9223, 9223, 0
530, 10, 9342, 9342, 0
540, 10, 9374, 9374, 0
550, 10, 9317, 9317, 0
560, 10, 9255, 9255, 0
570, 10, 9209, 9209, 0
580, 10, 9198, 9198, 0
590, 10, 9190, 9190, 0
600, 10, 9282, 9282, 0
601, 1, 864, 864, 0
