elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 43, 323340, 3018819.0, 3007125.0, 4012212.5, 4012446.3, 4012494.6, 4012389, 30
20, 10, 60, 4011412, 4012474.2, 4012500.0, 4013312.5, 4013462.5, 4013496.3, 4013475, 60
30, 10, 40, 4012356, 4020804.7, 4013750.0, 4029250.0, 4029450.0, 4029495.0, 4029421, 60
40, 10, 60, 4010274, 4011249.8, 4011277.8, 4012150.0, 4012350.0, 4012485.0, 4012398, 60
50, 10, 40, 4010951, 4011490.6, 4011520.8, 4012000.0, 4012400.0, 4012490.0, 4012422, 60
60, 10, 60, 4011006, 4012074.2, 4011950.0, 4013250.0, 4013450.0, 4013495.0, 4013399, 60
70, 10, 40, 4010718, 4011627.0, 4011714.3, 4012400.0, 4012480.0, 4012498.0, 4012458, 60
80, 10, 60, 4011009, 4011969.8, 4011875.0, 4012958.3, 4013175.0, 4013242.5, 4013133, 60
90, 10, 40, 4012341, 4013071.1, 4012750.0, 4014583.3, 4014716.7, 4014746.7, 4014596, 60
100, 10, 60, 4011884, 4012867.6, 4012900.0, 4013500.0, 4013700.0, 4013745.0, 4013619, 60
110, 10, 40, 4011828, 4012757.9, 4012750.0, 4013450.0, 4013490.0, 4013499.0, 4013488, 60
120, 10, 60, 4011191, 4012451.7, 4012275.0, 4013625.0, 4013925.0, 4013992.5, 4013777, 60
130, 10, 40, 4011099, 4012159.5, 4012183.3, 4012875.0, 4012975.0, 4012997.5, 4012837, 60
140, 10, 60, 4011263, 4012222.2, 4012291.7, 4013000.0, 4013200.0, 4013245.0, 4013227, 60
150, 10, 40, 4012169, 4013498.2, 4012750.0, 4015125.0, 4015225.0, 4015247.5, 4015132, 60
160, 10, 60, 4012191, 4013105.1, 4013078.1, 4013833.3, 4014100.0, 4014235.0, 4014070, 60
170, 10, 40, 4012337, 4028564.2, 4014000.0, 4045125.0, 4045400.0, 4045490.0, 4045254, 60
180, 10, 60, 4011126, 4012526.6, 4012535.7, 4013208.3, 4013600.0, 4013735.0, 4013540, 60
190, 10, 40, 4011200, 4011890.3, 4011909.1, 4012500.0, 4012900.0, 4012990.0, 4012796, 60
200, 10, 60, 4009902, 4011374.2, 4011541.7, 4012333.3, 4012600.0, 4012735.0, 4012552, 60
210, 10, 40, 4010857, 4012541.8, 4012000.0, 4014000.0, 4014200.0, 4014245.0, 4014105, 60
220, 10, 57, 4010014, 4011987.5, 4012193.2, 4013107.5, 4013221.5, 4013247.1, 4013105, 60
230, 10, 43, 4010675, 4012029.4, 4011708.3, 4013481.2, 4013696.3, 4013744.6, 4013657, 60
240, 10, 57, 4010187, 4011100.1, 4011026.8, 4011723.4, 4012607.5, 4012735.7, 4012558, 60
250, 10, 43, 4010458, 4011659.3, 4011662.5, 4012410.4, 4012482.1, 4012498.2, 4012461, 60
260, 10, 57, 4010655, 4011669.9, 4011578.1, 4013012.5, 4013202.5, 4013245.3, 4013227, 60
270, 10, 43, 4010150, 4013094.5, 4013125.0, 4015570.8, 4015714.2, 4015746.4, 4015749, 60
280, 10, 57, 4010468, 4011876.5, 4012010.4, 4012881.3, 4012976.3, 4012997.6, 4012913, 60
290, 10, 43, 4011247, 4012978.0, 4012875.0, 4014740.6, 4015142.5, 4015239.3, 4015076, 60
300, 10, 57, 4011109, 4017869.9, 4012531.3, 4028679.2, 4029428.8, 4029492.9, 4029377, 60
310, 10, 43, 4011525, 4019986.7, 4013187.5, 4029712.5, 4029946.3, 4029994.6, 4029778, 60
320, 10, 57, 4011308, 4024803.6, 4012854.2, 4048012.5, 4048202.5, 4048245.3, 4048035, 60
330, 10, 43, 4011675, 4013365.2, 4012725.0, 4014987.5, 4015196.3, 4015244.6, 4015173, 60
340, 10, 57, 4010891, 4011714.1, 4011375.0, 4012821.9, 4012964.4, 4012996.4, 4012793, 60
350, 10, 43, 4011298, 4012817.7, 4012887.5, 4013654.2, 4013892.5, 4013989.3, 4013777, 60
360, 10, 57, 4010623, 4016807.4, 4012718.8, 4026012.5, 4026202.5, 4026245.3, 4026206, 60
370, 10, 43, 4010472, 4011406.2, 4011339.3, 4012320.8, 4012464.2, 4012496.4, 4012483, 60
380, 10, 57, 4010785, 4011901.5, 4011875.0, 4012571.9, 4012714.4, 4012746.4, 4012721, 60
390, 10, 43, 4011052, 4012225.5, 4012062.5, 4013570.8, 4013714.2, 4013746.4, 4013678, 60
400, 10, 57, 4011293, 4012322.4, 4012263.9, 4013207.5, 4013428.8, 4013492.9, 4013443, 60
410, 10, 43, 4011482, 4012168.0, 4012138.2, 4012673.2, 4012734.6, 4012748.5, 4012670, 60
420, 10, 57, 4011326, 4011770.1, 4011713.5, 4012262.5, 4012452.5, 4012495.3, 4012465, 60
430, 10, 43, 4010826, 4012050.2, 4012276.8, 4012690.3, 4012738.1, 4012748.8, 4012661, 60
440, 10, 57, 3998998, 4013151.7, 4013147.7, 4027012.5, 4027202.5, 4027245.3, 4027039, 60
450, 10, 43, 4011161, 4013156.0, 4013375.0, 4014923.2, 4014984.6, 4014998.5, 4014963, 60
460, 10, 57, 4011010, 4028284.1, 4013437.5, 4058037.5, 4058607.5, 4058735.7, 4058520, 60
470, 10, 43, 4011171, 4012114.0, 4012296.9, 4012892.5, 4012978.5, 4012997.9, 4012964, 60
480, 10, 57, 4011033, 4012885.5, 4012125.0, 4015179.2, 4015607.5, 4015735.7, 4015541, 60
