elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 38828, 2618, 23793.5, 21691.3, 42879.8, 57168.0, 166896.5, 457338, 0
20, 10, 37644, 2278, 24793.6, 22423.0, 44007.8, 57714.0, 236044.5, 257952, 0
30, 10, 38491, 2725, 24134.6, 21500.4, 41082.5, 58577.2, 314031.8, 340059, 0
40, 10, 39184, 2751, 23617.4, 21879.7, 42947.2, 55061.2, 66102.0, 93828, 0
50, 10, 39771, 2308, 23368.6, 21745.0, 39917.9, 55916.1, 172307.2, 212058, 0
60, 10, 38717, 2500, 24054.3, 22098.6, 42153.4, 54520.8, 226514.2, 237659, 0
70, 10, 39339, 2385, 23671.5, 20212.7, 39987.2, 51769.2, 127915.3, 3036433, 0
80, 10, 38536, 2251, 24151.6, 22238.8, 42334.1, 58682.0, 214308.0, 235862, 0
90, 10, 39932, 2495, 23350.1, 22022.0, 41043.2, 51713.3, 111767.0, 405508, 0
100, 10, 38707, 2439, 23939.6, 21894.6, 40345.5, 56997.1, 235661.6, 245858, 0
110, 10, 39847, 2591, 23297.8, 22212.0, 41507.5, 53375.3, 78322.1, 255458, 0
120, 10, 39269, 2520, 23669.6, 22316.8, 42865.1, 54049.0, 102591.4, 239739, 0
130, 10, 39936, 2641, 23291.5, 21800.5, 41648.2, 52601.1, 119255.3, 260274, 0
140, 10, 39980, 2497, 23140.8, 22090.5, 39919.9, 48660.0, 63627.5, 157590, 0
150, 10, 39196, 2203, 23760.0, 21455.0, 42510.7, 52333.8, 227451.0, 246918, 0
160, 10, 39378, 2059, 23170.5, 20851.7, 41487.2, 56212.9, 224827.8, 3115359, 0
170, 10, 37492, 2428, 25465.8, 20063.5, 40982.3, 53471.3, 394127.0, 3046454, 0
180, 10, 40326, 2578, 23032.3, 21613.2, 40617.8, 50025.6, 64168.5, 3022787, 0
190, 10, 39934, 2614, 23154.9, 21862.4, 40937.7, 52679.7, 69754.1, 129834, 0
200, 10, 40503, 2699, 22980.5, 21881.1, 40612.5, 48183.8, 63874.3, 3020925, 0
210, 10, 39082, 2564, 23797.8, 22666.2, 43048.1, 54721.8, 75364.7, 193966, 0
220, 10, 38948, 2261, 23836.1, 22315.2, 41205.0, 57570.0, 242043.8, 247254, 0
230, 10, 38927, 2430, 23848.6, 22875.0, 42344.2, 52906.0, 70518.2, 211080, 0
240, 10, 39001, 2893, 23911.7, 21625.4, 42736.3, 56840.7, 218687.4, 361221, 0
250, 10, 38618, 2587, 24157.3, 22229.0, 41719.9, 52823.5, 226345.5, 444910, 0
260, 10, 38839, 2749, 23815.6, 22290.8, 41918.8, 51569.4, 66846.8, 316517, 0
270, 10, 39292, 2190, 23493.5, 22240.2, 42759.0, 52553.7, 64963.5, 115195, 0
280, 10, 39944, 2293, 23215.8, 21886.6, 41207.6, 51044.5, 60171.3, 139000, 0
290, 10, 39580, 2545, 23499.8, 22053.8, 42698.5, 53664.3, 65927.5, 156119, 0
300, 10, 39938, 2296, 23343.5, 22293.8, 41108.1, 51380.2, 86257.7, 237933, 0
310, 10, 39413, 2577, 23551.1, 21890.3, 42962.4, 52060.5, 65729.3, 141389, 0
320, 10, 39187, 2317, 23659.8, 21544.9, 40397.5, 52434.8, 241492.2, 252524, 0
330, 10, 40106, 2593, 23195.5, 22325.5, 40609.9, 49999.6, 65611.8, 191576, 0
340, 10, 38812, 2368, 23900.1, 22095.6, 42414.0, 54980.0, 230432.3, 247163, 0
350, 10, 38563, 2553, 24038.0, 22522.2, 43205.6, 60039.5, 76621.8, 228216, 0
360, 10, 37413, 2691, 24966.2, 21764.6, 42259.2, 56058.4, 398323.4, 3038687, 0
370, 10, 38992, 2668, 23897.6, 22116.4, 42571.3, 57904.0, 138167.3, 410307, 0
380, 10, 39693, 2442, 23320.8, 22255.2, 40726.7, 50221.6, 66788.4, 162497, 0
390, 10, 39150, 2317, 23979.2, 21867.5, 41254.4, 58375.0, 201742.5, 287716, 0
400, 10, 39274, 2781, 23758.3, 22538.1, 41648.2, 53003.6, 95965.8, 262465, 0
410, 10, 37742, 2553, 24615.2, 22494.2, 41916.3, 58947.5, 230688.2, 236806, 0
420, 10, 39174, 2326, 24728.9, 22305.3, 43523.1, 54908.8, 453191.3, 460415, 0
430, 10, 38435, 2002, 24120.8, 22642.4, 42303.0, 53436.0, 238641.3, 241972, 0
440, 10, 39909, 2483, 23318.7, 21972.5, 41009.8, 52519.0, 80136.4, 305500, 0
450, 10, 39810, 2803, 23247.4, 22247.8, 41662.3, 51176.8, 74773.8, 236711, 0
460, 10, 39689, 2434, 23498.5, 21637.0, 41419.6, 53055.5, 88577.8, 3050933, 0
470, 10, 39485, 2615, 23434.2, 22189.6, 42625.7, 51905.3, 63459.6, 106823, 0
480, 10, 39769, 2348, 23308.8, 21876.5, 41568.7, 50460.4, 62903.9, 89459, 0
490, 10, 39941, 2204, 23168.3, 21750.9, 41564.1, 52278.2, 67632.4, 257695, 0
500, 10, 39797, 2208, 23442.8, 22430.9, 41030.9, 51333.7, 62550.8, 3033746, 0
510, 10, 38535, 2176, 24116.6, 22158.0, 42664.5, 53178.2, 233116.2, 246853, 0
520, 10, 39872, 2984, 23310.6, 21849.0, 41183.7, 51683.6, 107782.0, 458924, 0
530, 10, 39359, 2518, 23609.8, 22347.2, 41457.0, 51163.3, 68160.3, 163552, 0
540, 10, 38990, 2121, 23835.0, 22435.5, 43185.0, 52763.7, 66252.5, 138114, 0
550, 10, 39337, 2559, 23638.1, 22175.2, 43240.4, 53718.8, 76165.8, 189519, 0
560, 10, 39174, 1925, 23777.6, 22023.6, 40510.2, 52016.3, 232891.3, 458701, 0
570, 10, 40166, 2853, 22995.5, 21186.6, 42798.9, 52183.5, 63069.5, 159929, 0
580, 10, 38083, 1810, 24510.4, 22321.4, 42232.4, 53692.8, 531979.3, 537801, 0
590, 10, 37150, 2186, 24996.6, 21574.5, 45662.2, 63041.7, 244692.5, 3022920, 0
600, 10, 40299, 2412, 22877.5, 22002.8, 39470.1, 48240.5, 59462.6, 142805, 0
601, 1, 1640, 3493, 22820.6, 23116.7, 37113.6, 41200.0, 46090.0, 46484, 0
