elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 19509, 1917, 50425.1, 48032.3, 66572.6, 157977.5, 514622.7, 971113, 0
20, 10, 20062, 2814, 49135.0, 48179.0, 68733.6, 101281.7, 587234.5, 662033, 0
30, 10, 20236, 2508, 48796.3, 48029.4, 69560.3, 89165.0, 294691.0, 649682, 0
40, 10, 20338, 3335, 48457.9, 47793.2, 66488.1, 88442.5, 265415.5, 322747, 0
50, 10, 19948, 2338, 49503.3, 48608.6, 68789.1, 87608.7, 205881.5, 316838, 0
60, 10, 19817, 1236, 49764.3, 48787.7, 72236.0, 94837.0, 279545.8, 348351, 0
70, 10, 20151, 3442, 49041.5, 48266.3, 68599.4, 81207.5, 319712.2, 510093, 0
80, 10, 20314, 1902, 48469.7, 48164.6, 66670.2, 83464.4, 171671.5, 275635, 0
90, 10, 19880, 2793, 49565.4, 48961.0, 69221.2, 90550.0, 173030.0, 216770, 0
100, 10, 20129, 3578, 49021.8, 48011.1, 70597.2, 95713.7, 209967.7, 278807, 0
110, 10, 20027, 2474, 49296.4, 48634.8, 68495.6, 90099.0, 225993.3, 327234, 0
120, 10, 19920, 2788, 49466.0, 48758.7, 69821.4, 89491.7, 186520.0, 278166, 0
130, 10, 19892, 1499, 49674.1, 48679.0, 68634.0, 92840.0, 194277.0, 294214, 0
140, 10, 19579, 2006, 50356.0, 49465.8, 71175.4, 85362.7, 195177.6, 336964, 0
150, 10, 19927, 2803, 49426.4, 48608.8, 70277.7, 98086.5, 269129.6, 297962, 0
160, 10, 19974, 4163, 49438.5, 48769.1, 68401.8, 94105.0, 177506.5, 351943, 0
170, 10, 19688, 2047, 50126.4, 49392.0, 70734.2, 88890.0, 170078.0, 268937, 0
180, 10, 19797, 1647, 49777.2, 49434.1, 70857.3, 85451.5, 197050.8, 303611, 0
190, 10, 19838, 2943, 49892.5, 49567.4, 68560.3, 89984.2, 167040.5, 258078, 0
200, 10, 19547, 2716, 50353.8, 48975.1, 71950.7, 115632.5, 178613.3, 325525, 0
210, 10, 19769, 1146, 49908.4, 49277.1, 69296.5, 86015.5, 176557.7, 280583, 0
220, 10, 20222, 2702, 48944.1, 48320.6, 67179.0, 96222.5, 195944.5, 298986, 0
230, 10, 19609, 1965, 50255.6, 49806.0, 69737.5, 92595.5, 278169.5, 300541, 0
240, 10, 19898, 2253, 49465.8, 48407.7, 69475.0, 97752.5, 287275.5, 3117101, 0
250, 10, 20069, 2820, 49041.2, 48307.8, 69469.9, 87025.8, 199982.8, 292769, 0
260, 10, 19746, 2126, 49979.6, 49290.8, 71967.4, 96085.0, 174563.5, 260288, 0
270, 10, 19748, 3184, 50032.5, 48980.7, 67166.0, 114880.0, 217813.0, 311774, 0
280, 10, 19786, 2130, 49880.4, 49976.7, 67506.7, 86672.5, 162553.5, 283100, 0
290, 10, 19557, 2199, 50483.5, 49682.3, 69119.2, 86921.5, 195610.7, 322214, 0
300, 10, 19733, 2891, 49922.6, 49714.2, 69409.0, 89702.5, 165066.7, 231401, 0
310, 10, 20101, 2965, 49070.3, 48792.7, 67764.0, 90561.9, 189724.8, 322282, 0
320, 10, 19701, 2075, 50078.2, 49878.3, 71277.4, 88649.5, 149441.6, 214975, 0
330, 10, 19849, 2182, 49620.8, 49434.4, 69503.5, 83627.5, 163537.8, 288244, 0
