elapsed, window, total, successful, failed
10, 10, 4644, 4644, 0
20, 10, 4350, 4350, 0
30, 10, 4846, 4846, 0
40, 10, 4867, 4867, 0
50, 10, 4900, 4900, 0
60, 10, 4856, 4856, 0
70, 10, 4887, 4887, 0
80, 10, 4869, 4869, 0
90, 10, 4847, 4847, 0
100, 10, 4856, 4856, 0
110, 10, 4883, 4883, 0
120, 10, 4872, 4872, 0
130, 10, 4860, 4860, 0
140, 10, 4908, 4908, 0
150, 10, 4864, 4864, 0
160, 10, 4888, 4888, 0
170, 10, 4889, 4889, 0
180, 10, 4872, 4872, 0
190, 10, 4849, 4849, 0
200, 10, 4842, 4842, 0
210, 10, 4873, 4873, 0
220, 10, 4871, 4871, 0
230, 10, 4843, 4843, 0
240, 10, 4871, 4871, 0
250, 10, 4882, 4882, 0
260, 10, 4898, 4898, 0
270, 10, 4894, 4894, 0
280, 10, 4896, 4896, 0
290, 10, 4905, 4905, 0
300, 10, 4884, 4884, 0
310, 10, 4861, 4861, 0
320, 10, 4875, 4875, 0
330, 10, 4903, 4903, 0
340, 10, 4872, 4872, 0
350, 10, 4882, 4882, 0
360, 10, 4886, 4886, 0
370, 10, 4888, 4888, 0
380, 10, 4882, 4882, 0
390, 10, 4877, 4877, 0
400, 10, 4855, 4855, 0
410, 10, 4894, 4894, 0
420, 10, 4885, 4885, 0
430, 10, 4893, 4893, 0
440, 10, 4871, 4871, 0
450, 10, 4868, 4868, 0
460, 10, 4893, 4893, 0
470, 10, 4890, 4890, 0
480, 10, 4873, 4873, 0
490, 10, 4876, 4876, 0
500, 10, 4877, 4877, 0
510, 10, 4871, 4871, 0
520, 10, 4861, 4861, 0
530, 10, 4881, 4881, 0
540, 10, 4870, 4870, 0
550, 10, 4881, 4881, 0
560, 10, 4905, 4905, 0
570, 10, 4846, 4846, 0
580, 10, 4895, 4895, 0
590, 10, 4861, 4861, 0
600, 10, 4879, 4879, 0
601, 1, 471, 471, 0
