elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 4518, 2961, 22018.0, 12586.2, 55775.0, 216455.0, 520120.5, 779544, 0
20, 10, 4765, 2734, 20937.9, 12204.2, 56348.2, 226837.5, 419058.7, 513778, 0
30, 10, 4819, 2731, 20645.7, 12625.0, 51877.1, 212952.5, 343545.2, 499663, 0
40, 10, 4703, 2859, 21326.5, 12552.4, 53481.2, 231246.3, 370324.2, 496756, 0
50, 10, 4694, 2866, 21242.3, 13017.2, 56537.5, 222765.0, 389076.5, 570791, 0
60, 10, 4579, 2759, 21826.0, 13261.0, 57506.3, 222776.3, 412105.3, 497190, 0
70, 10, 4554, 2909, 21908.4, 13475.0, 54581.3, 241615.0, 403111.5, 605345, 0
80, 10, 4770, 2801, 20928.9, 11931.0, 57125.0, 221825.0, 398807.5, 508980, 0
90, 10, 4720, 2843, 21048.1, 12604.2, 55250.0, 213725.0, 415820.0, 466078, 0
100, 10, 4604, 2726, 21704.4, 12548.1, 61100.0, 229495.0, 425849.0, 483883, 0
110, 10, 4673, 2695, 21416.4, 12285.2, 57695.8, 231067.5, 387081.8, 432098, 0
120, 10, 4712, 2849, 20542.8, 12258.9, 52720.0, 217985.0, 367572.0, 493213, 0
130, 10, 4667, 2865, 22086.7, 13512.5, 57456.2, 205082.5, 442083.2, 3035004, 0
140, 10, 4812, 2856, 20655.9, 12508.6, 55850.0, 198720.0, 370047.0, 430469, 0
150, 10, 4834, 2840, 20684.5, 12723.0, 51581.3, 237165.0, 392791.5, 605129, 0
160, 10, 4731, 2794, 21112.7, 12886.7, 55370.8, 213172.5, 377817.3, 422664, 0
170, 10, 4776, 2878, 20965.0, 12900.0, 56800.0, 201060.0, 336806.0, 414542, 0
180, 10, 4670, 2775, 21284.4, 13551.7, 56875.0, 196575.0, 360332.5, 425145, 0
190, 10, 4539, 3013, 22070.4, 13325.0, 59012.5, 213152.5, 382615.3, 534986, 0
200, 10, 4720, 2847, 21112.1, 13311.0, 54500.0, 184700.0, 367820.0, 421862, 0
210, 10, 4460, 2867, 22463.2, 13379.3, 59833.3, 242100.0, 394135.0, 535602, 0
220, 10, 4722, 2962, 21067.6, 12773.4, 55725.0, 214695.0, 382819.5, 457457, 0
230, 10, 4824, 2885, 20760.0, 12201.9, 55225.0, 203690.0, 364544.0, 485791, 0
240, 10, 4794, 2762, 20798.8, 12943.8, 54075.0, 188765.0, 337051.5, 409581, 0
250, 10, 4691, 2829, 21218.5, 12285.2, 58204.2, 218022.5, 404327.3, 666663, 0
260, 10, 4580, 2844, 21909.7, 13233.9, 63312.5, 225050.0, 382605.0, 567694, 0
270, 10, 4657, 2592, 21386.8, 12443.2, 52143.7, 238357.5, 423335.7, 573557, 0
280, 10, 4521, 2996, 22129.3, 13847.7, 62743.7, 215482.5, 396869.8, 499425, 0
290, 10, 4553, 2944, 21961.8, 13690.2, 58543.7, 207617.5, 373361.8, 435519, 0
300, 10, 4704, 2923, 21213.2, 11781.3, 56475.0, 229240.0, 368574.0, 477161, 0
310, 10, 4743, 2704, 20985.2, 12674.1, 54481.2, 203392.5, 369564.2, 441215, 0
320, 10, 4750, 2783, 21053.2, 12673.9, 52729.2, 219375.0, 408062.5, 453397, 0
330, 10, 4713, 2831, 19600.1, 10315.5, 50271.9, 217608.7, 397821.8, 478492, 0
340, 10, 4756, 2852, 22554.4, 12720.0, 54450.0, 195055.0, 419811.0, 3040772, 0
350, 10, 4618, 2821, 21518.5, 13715.5, 55012.5, 193227.5, 395845.5, 499777, 0
360, 10, 4700, 2701, 21299.0, 12670.5, 51750.0, 226500.0, 442325.0, 743315, 0
370, 10, 4787, 2804, 20904.1, 12437.5, 55912.5, 208032.5, 409401.6, 546359, 0
380, 10, 4659, 2853, 21348.0, 12605.0, 58670.8, 222801.2, 400335.3, 506459, 0
390, 10, 4585, 2829, 21797.2, 13761.4, 56479.2, 199518.7, 414853.8, 516723, 0
