elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 19173, 590, 5173.3, 2001.5, 18194.8, 39908.8, 152152.3, 1069177, 0
20, 10, 57372, 492, 1708.1, 937.1, 3093.0, 18457.5, 44407.0, 210797, 0
30, 10, 56466, 488, 1735.9, 912.3, 3117.5, 18946.2, 43383.5, 3020407, 0
40, 10, 62077, 491, 1575.8, 912.7, 2691.0, 15537.2, 40910.3, 202696, 0
50, 10, 58236, 484, 1680.0, 912.7, 4098.6, 18311.1, 40238.2, 206912, 0
60, 10, 60242, 497, 1622.5, 923.9, 2763.9, 16127.2, 44396.5, 203503, 0
70, 10, 60910, 490, 1599.6, 916.0, 2866.5, 16162.0, 41837.1, 213378, 0
80, 10, 59414, 473, 1647.0, 913.8, 3242.2, 17860.9, 46073.3, 201082, 0
90, 10, 59852, 472, 1637.1, 920.9, 3032.6, 18204.8, 49845.7, 202086, 0
100, 10, 58756, 489, 1659.0, 931.6, 3105.4, 18924.6, 40520.3, 202733, 0
110, 10, 57409, 494, 1705.5, 936.9, 3898.4, 19747.2, 40279.6, 208597, 0
120, 10, 57869, 503, 1689.9, 927.3, 3057.3, 18313.4, 55532.8, 202455, 0
130, 10, 56899, 500, 1719.6, 917.8, 2947.7, 19646.0, 54525.3, 214186, 0
140, 10, 60031, 472, 1627.4, 934.2, 2863.5, 17778.2, 43621.1, 205648, 0
150, 10, 60426, 486, 1618.9, 917.2, 2855.0, 15957.1, 46446.8, 226580, 0
160, 10, 59522, 495, 1640.2, 927.5, 2933.6, 16959.7, 43279.9, 153114, 0
170, 10, 61964, 497, 1573.2, 917.4, 2915.4, 15623.2, 45001.5, 68713, 0
180, 10, 59774, 510, 1644.0, 916.9, 3474.1, 16105.2, 40153.3, 202909, 0
190, 10, 59409, 482, 1644.4, 922.3, 2880.2, 19038.3, 39191.3, 203717, 0
200, 10, 62492, 480, 1566.8, 908.6, 2766.9, 15151.3, 56531.8, 81634, 0
210, 10, 59463, 483, 1642.7, 921.4, 2979.4, 16220.9, 48326.8, 212735, 0
220, 10, 56641, 499, 1730.6, 904.0, 3008.5, 18105.9, 47839.7, 3005607, 0
230, 10, 58144, 499, 1683.2, 922.5, 3229.9, 19136.7, 44821.3, 202681, 0
240, 10, 61596, 479, 1584.9, 917.6, 3018.2, 16411.4, 39975.2, 57220, 0
250, 10, 62471, 499, 1576.7, 928.7, 2562.1, 15315.5, 46882.3, 212051, 0
260, 10, 56821, 492, 1724.0, 933.8, 3209.8, 19732.2, 46647.4, 206479, 0
270, 10, 62031, 483, 1575.7, 930.0, 2515.3, 16662.4, 41242.2, 66271, 0
280, 10, 59316, 494, 1641.1, 927.5, 2688.0, 16912.2, 55171.0, 200844, 0
290, 10, 60117, 490, 1624.1, 923.3, 2727.7, 17547.9, 45742.7, 112950, 0
300, 10, 59514, 487, 1641.3, 916.4, 2982.7, 17073.3, 52185.7, 194260, 0
310, 10, 60104, 484, 1625.4, 913.3, 2928.4, 17762.6, 49241.3, 201339, 0
320, 10, 59064, 489, 1655.0, 921.9, 3281.8, 17330.0, 43867.0, 202276, 0
330, 10, 62183, 488, 1572.7, 922.1, 2438.5, 17377.1, 43477.1, 92422, 0
340, 10, 60579, 499, 1588.1, 915.8, 2930.9, 14507.8, 48427.6, 201256, 0
350, 10, 58997, 474, 1686.2, 920.7, 2948.4, 17447.8, 49500.7, 201457, 0
360, 10, 61269, 484, 1593.2, 914.2, 3031.7, 16059.9, 39905.5, 69351, 0
370, 10, 59710, 461, 1636.2, 923.9, 2954.5, 16536.3, 48411.3, 201170, 0
380, 10, 59672, 461, 1634.5, 921.6, 2858.9, 16507.8, 49082.0, 202518, 0
390, 10, 59570, 491, 1647.5, 922.1, 2549.2, 20087.2, 50803.8, 201455, 0
400, 10, 58557, 504, 1664.3, 929.5, 2940.6, 18243.8, 40786.9, 201930, 0
410, 10, 54716, 495, 1791.7, 930.5, 3532.7, 20068.4, 56857.0, 232407, 0
420, 10, 59909, 504, 1630.4, 926.2, 2806.5, 18421.3, 40424.3, 217440, 0
430, 10, 57558, 488, 1693.9, 924.0, 3369.2, 17900.2, 43110.5, 203390, 0
440, 10, 55868, 485, 1753.4, 926.7, 2686.3, 20073.9, 52320.7, 230070, 0
450, 10, 58561, 506, 1664.1, 911.8, 3144.2, 15823.9, 45109.7, 202808, 0
460, 10, 59853, 497, 1630.5, 929.9, 3126.0, 17219.9, 46786.7, 82905, 0
470, 10, 56350, 481, 1724.7, 924.2, 4036.3, 18468.8, 49720.8, 223380, 0
480, 10, 58845, 473, 1661.7, 922.4, 2893.3, 17018.8, 45019.4, 213015, 0
490, 10, 60376, 486, 1622.2, 915.9, 3012.2, 16843.3, 43656.0, 204168, 0
500, 10, 56025, 472, 1746.4, 919.1, 2993.9, 17245.8, 61993.7, 225137, 0
510, 10, 60217, 484, 1622.4, 912.6, 2984.9, 15420.9, 43445.8, 212174, 0
520, 10, 59829, 482, 1633.8, 934.0, 2674.6, 17133.1, 41292.8, 203009, 0
530, 10, 60142, 502, 1613.9, 915.7, 2968.8, 15625.8, 47154.8, 213750, 0
540, 10, 59068, 489, 1659.3, 908.3, 3072.4, 15503.8, 45994.3, 201007, 0
550, 10, 60657, 497, 1608.0, 915.0, 2844.8, 18931.3, 39867.2, 86803, 0
560, 10, 57627, 479, 1695.6, 921.5, 3140.1, 18709.5, 49796.6, 217017, 0
570, 10, 60968, 483, 1600.4, 911.9, 2997.6, 17212.8, 39629.0, 201942, 0
580, 10, 59029, 499, 1656.3, 933.8, 2696.7, 17584.0, 46498.2, 225324, 0
590, 10, 57416, 467, 1704.4, 928.2, 2821.5, 19180.7, 51599.0, 214051, 0
600, 10, 58345, 495, 1673.6, 920.2, 3313.3, 19133.6, 45554.6, 202362, 0
601, 1, 4815, 520, 1500.3, 902.1, 2785.2, 19101.8, 28546.3, 29759, 0
